,Unnamed: 0,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine color,pH rating,rank_wines,wine_rating
3955,2356,7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.99354,3.3,0.5,10.4,6,White,Medium,3802.5,Satisfactory
3956,2357,8.9,0.21,0.37,1.2,0.028,20.0,93.0,0.99244,3.2,0.37,11.5,5,White,Moderate,1315.5,Satisfactory
3957,2358,7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.99831,3.05,0.66,9.4,5,White,High,1315.5,Satisfactory
3958,2359,6.0,0.495,0.27,5.0,0.157,17.0,129.0,0.99396,3.03,0.36,9.3,5,White,High,1315.5,Satisfactory
3959,2360,8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,6,White,Moderate,3802.5,Satisfactory
3960,2361,8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,3.28,0.58,9.7,5,White,Medium,1315.5,Satisfactory
3961,2362,6.5,0.18,0.29,1.7,0.035,39.0,144.0,0.9927,3.49,0.5,10.5,6,White,Low,3802.5,Satisfactory
3962,2363,6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.99802,3.42,0.42,9.7,5,White,Low,1315.5,Satisfactory
3963,2364,6.6,0.32,0.24,1.3,0.06,42.5,204.0,0.99512,3.59,0.51,9.2,5,White,Low,1315.5,Satisfactory
3964,2365,7.6,0.32,0.35,1.6,0.092,24.0,138.0,0.99438,3.19,0.44,9.8,5,White,Moderate,1315.5,Satisfactory
3965,2366,7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,3.12,0.52,9.0,5,White,Moderate,1315.5,Satisfactory
3966,2367,7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.99652,3.15,0.49,9.1,6,White,Moderate,3802.5,Satisfactory
3967,2368,7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.99698,3.25,0.37,10.4,6,White,Medium,3802.5,Satisfactory
3968,2369,6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.68,0.46,10.7,6,White,Low,3802.5,Satisfactory
3969,2370,6.3,0.1,0.24,6.0,0.039,25.0,107.0,0.99511,3.59,0.49,10.5,7,White,Low,5760.0,Good
3970,2371,6.2,0.45,0.73,7.2,0.099,47.0,202.0,0.99582,3.21,0.43,9.2,5,White,Moderate,1315.5,Satisfactory
3971,2372,6.0,0.33,0.18,3.0,0.036,5.0,85.0,0.99125,3.28,0.4,11.5,4,White,Medium,138.5,Bad
3972,2373,7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.99256,3.05,0.54,10.4,3,White,High,15.5,Bad
3973,2374,7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,6,White,Medium,3802.5,Satisfactory
3974,2375,7.0,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,6,White,Low,3802.5,Satisfactory
3975,2376,7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,6,White,Medium,3802.5,Satisfactory
3976,2377,7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,9.8,6,White,Medium,3802.5,Satisfactory
3977,2378,9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,3.1,0.51,9.3,5,White,High,1315.5,Satisfactory
3978,2379,6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,3.49,0.63,9.6,4,White,Low,138.5,Bad
3979,2380,6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,3.49,0.64,9.5,4,White,Low,138.5,Bad
3980,2381,7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59,10.2,6,White,Low,3802.5,Satisfactory
3981,2382,6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8,White,Medium,6396.0,Best
3982,2383,6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,6,White,Medium,3802.5,Satisfactory
3983,2384,6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8,White,Medium,6396.0,Best
3984,2385,7.6,0.2,0.68,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,8.7,5,White,High,1315.5,Satisfactory
3985,2386,6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,4,White,Medium,138.5,Bad
3986,2387,6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.99361,3.29,0.54,9.9,4,White,Medium,138.5,Bad
3987,2388,7.6,0.21,0.35,1.2,0.041,7.0,106.0,0.9914,3.06,0.45,11.3,4,White,High,138.5,Bad
3988,2389,6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,8,White,Low,6396.0,Best
3989,2390,7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.9925,3.43,0.5,10.7,8,White,Low,6396.0,Best
3990,2391,6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7,10.1,6,White,Moderate,3802.5,Satisfactory
3991,2392,6.4,0.17,0.34,1.5,0.091,42.0,135.0,0.9938,3.25,0.49,9.6,7,White,Medium,5760.0,Good
3992,2393,6.4,0.17,0.34,1.5,0.093,43.0,136.0,0.9938,3.25,0.49,9.6,6,White,Medium,3802.5,Satisfactory
3993,2394,6.3,0.695,0.55,12.9,0.056,58.0,252.0,0.99806,3.29,0.49,8.7,5,White,Medium,1315.5,Satisfactory
3994,2395,7.0,0.27,0.29,3.9,0.059,28.0,199.0,0.9961,3.54,0.59,10.3,5,White,Low,1315.5,Satisfactory
3995,2396,8.4,0.3,0.25,17.75,0.047,25.0,218.0,1.00016,2.98,0.66,9.1,5,White,High,1315.5,Satisfactory
3996,2397,6.5,0.19,0.27,4.9,0.037,13.0,101.0,0.9916,3.17,0.41,11.8,6,White,Moderate,3802.5,Satisfactory
3997,2398,8.0,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49,11.9,6,White,Moderate,3802.5,Satisfactory
3998,2399,6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,6,White,Low,3802.5,Satisfactory
3999,2400,9.2,0.19,0.42,2.0,0.047,16.0,104.0,0.99517,3.09,0.66,10.0,4,White,High,138.5,Bad
4000,2401,9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2,4,White,High,138.5,Bad
4001,2402,8.0,0.26,0.28,8.2,0.038,72.0,202.0,0.99566,3.12,0.56,10.0,6,White,Moderate,3802.5,Satisfactory
4002,2403,8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.98,12.7,6,White,High,3802.5,Satisfactory
4003,2404,9.8,0.16,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.67,9.6,5,White,High,1315.5,Satisfactory
4004,2405,6.6,0.23,0.18,8.5,0.044,59.0,188.0,0.99558,3.16,0.49,9.5,5,White,Moderate,1315.5,Satisfactory
4005,2406,7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.99117,3.17,0.52,12.7,6,White,Moderate,3802.5,Satisfactory
4006,2407,7.6,0.31,0.27,5.8,0.036,23.0,109.0,0.99399,3.34,0.54,11.0,6,White,Low,3802.5,Satisfactory
4007,2408,7.5,0.705,0.1,13.0,0.044,44.0,214.0,0.99741,3.1,0.5,9.1,5,White,High,1315.5,Satisfactory
4008,2409,7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4,White,Low,138.5,Bad
4009,2410,7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6,White,Low,3802.5,Satisfactory
4010,2411,8.0,0.27,0.25,19.1,0.045,50.0,208.0,1.00051,3.05,0.5,9.2,6,White,High,3802.5,Satisfactory
4011,2412,6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,4,White,Low,138.5,Bad
4012,2413,7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4,White,Low,138.5,Bad
4013,2414,6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.99773,3.53,0.71,9.2,4,White,Low,138.5,Bad
4014,2415,8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,5,White,High,1315.5,Satisfactory
4015,2416,7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6,White,Low,3802.5,Satisfactory
4016,2417,7.3,0.815,0.09,11.4,0.044,45.0,204.0,0.99713,3.15,0.46,9.0,5,White,Moderate,1315.5,Satisfactory
4017,2418,6.3,0.41,0.16,0.9,0.032,25.0,98.0,0.99274,3.16,0.42,9.5,5,White,Moderate,1315.5,Satisfactory
4018,2419,6.1,0.36,0.41,19.35,0.07,67.0,207.0,1.00118,3.39,0.53,9.1,5,White,Low,1315.5,Satisfactory
4019,2420,8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.99176,3.05,0.46,13.3,7,White,High,5760.0,Good
4020,2421,6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.9969,3.26,0.55,9.5,5,White,Medium,1315.5,Satisfactory
4021,2422,6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,5,White,Low,1315.5,Satisfactory
4022,2423,7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6,White,Low,3802.5,Satisfactory
4023,2424,6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,5,White,Low,1315.5,Satisfactory
4024,2425,7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6,White,Low,3802.5,Satisfactory
4025,2426,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6,White,Medium,3802.5,Satisfactory
4026,2427,8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,6,White,Moderate,3802.5,Satisfactory
4027,2428,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6,White,Medium,3802.5,Satisfactory
4028,2429,8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,6,White,Moderate,3802.5,Satisfactory
4029,2430,6.4,0.28,0.17,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,9.4,5,White,Medium,1315.5,Satisfactory
4030,2431,6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,5,White,Medium,1315.5,Satisfactory
4031,2432,6.4,0.27,0.17,8.4,0.044,60.0,198.0,0.99578,3.21,0.47,9.4,5,White,Moderate,1315.5,Satisfactory
4032,2433,7.4,0.35,0.2,13.9,0.054,63.0,229.0,0.99888,3.11,0.5,8.9,6,White,High,3802.5,Satisfactory
4033,2434,8.3,0.28,0.27,17.5,0.045,48.0,253.0,1.00014,3.02,0.56,9.1,6,White,High,3802.5,Satisfactory
4034,2435,6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.99441,3.17,0.5,9.8,4,White,Moderate,138.5,Bad
4035,2436,6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,5,White,Moderate,1315.5,Satisfactory
4036,2437,8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,10.0,6,White,Moderate,3802.5,Satisfactory
4037,2438,6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,5,White,Moderate,1315.5,Satisfactory
4038,2439,7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,3.48,0.75,9.9,6,White,Low,3802.5,Satisfactory
4039,2440,6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.99434,3.14,0.47,10.0,5,White,Moderate,1315.5,Satisfactory
4040,2441,7.2,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,1.06,11.5,6,White,Moderate,3802.5,Satisfactory
4041,2442,7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5,White,High,1315.5,Satisfactory
4042,2443,6.6,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,3.15,0.6,10.0,5,White,Moderate,1315.5,Satisfactory
4043,2444,7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5,White,High,1315.5,Satisfactory
4044,2445,6.6,0.34,0.34,2.6,0.051,40.5,210.0,0.99314,3.15,0.61,10.0,5,White,Moderate,1315.5,Satisfactory
4045,2446,6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,3.15,0.6,10.0,5,White,Moderate,1315.5,Satisfactory
4046,2447,6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.99612,3.43,0.64,9.8,6,White,Low,3802.5,Satisfactory
4047,2448,6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6,White,Low,3802.5,Satisfactory
4048,2449,6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63,10.6,6,White,Low,3802.5,Satisfactory
4049,2450,6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,5,White,Medium,1315.5,Satisfactory
4050,2451,6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,5,White,Medium,1315.5,Satisfactory
4051,2452,7.3,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11.0,7,White,Low,5760.0,Good
4052,2453,6.3,0.2,0.26,1.6,0.027,36.0,141.0,0.99268,3.53,0.56,10.8,6,White,Low,3802.5,Satisfactory
4053,2454,7.1,0.29,0.3,16.0,0.036,58.0,201.0,0.99954,3.3,0.67,9.0,5,White,Medium,1315.5,Satisfactory
4054,2455,7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,White,High,3802.5,Satisfactory
4055,2456,8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6,White,Moderate,3802.5,Satisfactory
4056,2457,8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6,White,Moderate,3802.5,Satisfactory
4057,2458,7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,White,High,3802.5,Satisfactory
4058,2459,6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,5,White,High,1315.5,Satisfactory
4059,2460,6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,5,White,High,1315.5,Satisfactory
4060,2461,8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.99402,2.89,0.49,9.5,5,White,High,1315.5,Satisfactory
4061,2462,8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.99404,2.89,0.48,9.5,5,White,High,1315.5,Satisfactory
4062,2463,7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7,White,Low,5760.0,Good
4063,2464,6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.99347,3.08,0.46,8.8,5,White,High,1315.5,Satisfactory
4064,2465,7.5,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5,White,High,1315.5,Satisfactory
4065,2466,7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5,White,High,1315.5,Satisfactory
4066,2467,7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.99375,3.2,0.62,10.2,6,White,Moderate,3802.5,Satisfactory
4067,2468,5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,6,White,Medium,3802.5,Satisfactory
4068,2469,6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5,White,Moderate,1315.5,Satisfactory
4069,2470,7.6,0.25,0.34,1.3,0.056,34.0,176.0,0.99434,3.1,0.51,9.5,5,White,High,1315.5,Satisfactory
4070,2471,5.6,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,3.54,0.5,11.6,7,White,Low,5760.0,Good
4071,2472,8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,10.7,6,White,Moderate,3802.5,Satisfactory
4072,2473,6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.99658,3.11,0.54,10.1,6,White,High,3802.5,Satisfactory
4073,2474,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7,White,Medium,5760.0,Good
4074,2475,7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.99496,3.22,0.53,9.8,5,White,Medium,1315.5,Satisfactory
4075,2476,6.8,0.29,0.49,1.4,0.142,52.0,148.0,0.9937,3.08,0.49,9.0,6,White,High,3802.5,Satisfactory
4076,2477,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7,White,Medium,5760.0,Good
4077,2478,6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48,9.5,6,White,Moderate,3802.5,Satisfactory
4078,2479,6.6,0.24,0.3,13.0,0.052,18.0,143.0,0.99825,3.37,0.49,9.4,6,White,Low,3802.5,Satisfactory
4079,2480,6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.99289,3.24,0.61,10.2,5,White,Medium,1315.5,Satisfactory
4080,2481,6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,White,High,3802.5,Satisfactory
4081,2482,6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.99523,3.19,0.48,9.5,6,White,Moderate,3802.5,Satisfactory
4082,2483,6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48,9.5,6,White,Moderate,3802.5,Satisfactory
4083,2484,6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,5,White,Moderate,1315.5,Satisfactory
4084,2485,8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.99543,3.1,0.55,10.1,6,White,High,3802.5,Satisfactory
4085,2486,6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.99662,3.02,0.45,8.8,5,White,High,1315.5,Satisfactory
4086,2487,7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6,White,High,3802.5,Satisfactory
4087,2488,7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6,White,High,3802.5,Satisfactory
4088,2489,6.1,0.28,0.24,19.95,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,6,White,Moderate,3802.5,Satisfactory
4089,2490,7.7,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76,10.0,6,White,Low,3802.5,Satisfactory
4090,2491,6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.99466,3.21,0.43,9.5,5,White,Moderate,1315.5,Satisfactory
4091,2492,6.1,0.28,0.24,19.95,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,6,White,Moderate,3802.5,Satisfactory
4092,2493,7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,4,White,Moderate,138.5,Bad
4093,2494,7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,4,White,Moderate,138.5,Bad
4094,2495,6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,White,Moderate,1315.5,Satisfactory
4095,2496,8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.99645,3.11,0.4,10.8,5,White,High,1315.5,Satisfactory
4096,2497,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,White,Medium,1315.5,Satisfactory
4097,2498,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,White,Medium,1315.5,Satisfactory
4098,2499,6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.99376,3.32,0.49,11.4,6,White,Medium,3802.5,Satisfactory
4099,2500,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,White,Medium,1315.5,Satisfactory
4100,2501,6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.99513,3.14,0.52,9.8,5,White,Moderate,1315.5,Satisfactory
4101,2502,8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4,White,Moderate,138.5,Bad
4102,2503,8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4,White,Moderate,138.5,Bad
4103,2504,8.5,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,3.21,0.43,9.4,6,White,Moderate,3802.5,Satisfactory
4104,2505,7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.99886,3.2,0.63,9.4,6,White,Moderate,3802.5,Satisfactory
4105,2506,6.6,0.32,0.34,7.7,0.044,63.0,212.0,0.99526,3.22,0.48,9.7,6,White,Medium,3802.5,Satisfactory
4106,2507,7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,7,White,Low,5760.0,Good
4107,2508,6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.99691,3.33,0.43,9.8,6,White,Low,3802.5,Satisfactory
4108,2509,8.0,0.27,0.57,10.4,0.053,18.0,134.0,0.99732,3.12,0.68,9.0,5,White,Moderate,1315.5,Satisfactory
4109,2510,6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.99573,3.26,0.46,9.2,6,White,Medium,3802.5,Satisfactory
4110,2511,6.2,0.3,0.49,11.2,0.058,68.0,215.0,0.99656,3.19,0.6,9.4,6,White,Moderate,3802.5,Satisfactory
4111,2512,5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.99112,3.28,0.48,9.9,6,White,Medium,3802.5,Satisfactory
4112,2513,6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.99214,3.07,0.52,9.8,5,White,High,1315.5,Satisfactory
4113,2514,6.9,0.34,0.3,4.7,0.029,34.0,148.0,0.99165,3.36,0.49,12.3,7,White,Low,5760.0,Good
4114,2515,7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,White,High,5760.0,Good
4115,2516,7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.99463,3.27,0.64,10.2,6,White,Medium,3802.5,Satisfactory
4116,2517,7.3,0.51,0.29,11.3,0.034,61.0,224.0,0.99683,3.14,0.56,9.5,6,White,Moderate,3802.5,Satisfactory
4117,2518,7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,White,High,5760.0,Good
4118,2519,6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.99596,3.24,0.5,9.2,5,White,Medium,1315.5,Satisfactory
4119,2520,7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,White,Moderate,1315.5,Satisfactory
4120,2521,6.5,0.18,0.33,1.4,0.029,35.0,138.0,0.99114,3.36,0.6,11.5,7,White,Low,5760.0,Good
4121,2522,7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8,White,Moderate,6396.0,Best
4122,2523,8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,5,White,Medium,1315.5,Satisfactory
4123,2524,7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,White,Moderate,1315.5,Satisfactory
4124,2525,7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8,White,Moderate,6396.0,Best
4125,2526,6.5,0.18,0.33,1.4,0.029,35.0,138.0,0.99114,3.36,0.6,11.5,7,White,Low,5760.0,Good
4126,2527,7.3,0.16,0.35,1.5,0.036,29.0,108.0,0.99342,3.27,0.51,10.2,6,White,Medium,3802.5,Satisfactory
4127,2528,6.4,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,6,White,Low,3802.5,Satisfactory
4128,2529,6.6,0.42,0.13,12.8,0.044,26.0,158.0,0.99772,3.24,0.47,9.0,5,White,Medium,1315.5,Satisfactory
4129,2530,5.8,0.3,0.12,1.6,0.036,57.0,163.0,0.99239,3.38,0.59,10.5,6,White,Low,3802.5,Satisfactory
4130,2531,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,4,White,Moderate,138.5,Bad
4131,2532,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,4,White,Moderate,138.5,Bad
4132,2533,6.4,0.22,0.3,11.2,0.046,53.0,149.0,0.99479,3.21,0.34,10.8,5,White,Moderate,1315.5,Satisfactory
4133,2534,6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,7,White,Moderate,5760.0,Good
4134,2535,9.0,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5,10.6,6,White,High,3802.5,Satisfactory
4135,2536,6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6,White,Moderate,3802.5,Satisfactory
4136,2537,5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.99542,3.28,0.44,9.5,6,White,Medium,3802.5,Satisfactory
4137,2538,5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.99542,3.28,0.44,9.5,6,White,Medium,3802.5,Satisfactory
4138,2539,6.2,0.27,0.18,1.5,0.028,20.0,111.0,0.99228,3.41,0.5,10.0,5,White,Low,1315.5,Satisfactory
4139,2540,9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.99706,3.13,0.47,10.6,5,White,Moderate,1315.5,Satisfactory
4140,2541,9.0,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5,10.6,6,White,High,3802.5,Satisfactory
4141,2542,8.9,0.27,0.34,10.7,0.029,19.5,166.0,0.99669,3.13,0.48,10.6,5,White,Moderate,1315.5,Satisfactory
4142,2543,6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6,White,Moderate,3802.5,Satisfactory
4143,2544,6.9,0.32,0.3,1.8,0.036,28.0,117.0,0.99269,3.24,0.48,11.0,6,White,Medium,3802.5,Satisfactory
4144,2545,7.2,0.22,0.24,1.4,0.041,17.0,159.0,0.99196,3.25,0.53,11.2,6,White,Medium,3802.5,Satisfactory
4145,2546,6.7,0.5,0.38,7.5,0.046,26.0,175.0,0.99662,3.32,0.54,9.6,5,White,Medium,1315.5,Satisfactory
4146,2547,6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5,White,Moderate,1315.5,Satisfactory
4147,2548,6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,3.2,0.53,9.5,6,White,Moderate,3802.5,Satisfactory
4148,2549,7.5,0.2,0.47,16.9,0.052,51.0,188.0,0.99944,3.09,0.62,9.3,5,White,High,1315.5,Satisfactory
4149,2550,6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5,White,Moderate,1315.5,Satisfactory
4150,2551,6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,3.2,0.53,9.5,6,White,Moderate,3802.5,Satisfactory
4151,2552,6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5,White,High,1315.5,Satisfactory
4152,2553,6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7,White,Moderate,5760.0,Good
4153,2554,6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,7,White,Moderate,5760.0,Good
